id,wort,wortart,formen,bedeutung,beispiel,uebersetzung,thema,lerndatum,level,quelle,source_type,tags,notes
VOC-20260518-001,Entwicklung,Substantiv,"die Entwicklung, -en",sự phát triển,Technologische Entwicklungen verändern die Welt.,Những phát triển công nghệ thay đổi thế giới.,Technologie,2026-05-18,1,SRC-001,tutor,B1;DTZ;Technologie,
VOC-20260518-002,Einfluss,Substantiv,"der Einfluss, -üsse",sự ảnh hưởng,Diese Erfindung hat großen Einfluss auf die Gesellschaft.,Phát minh này có ảnh hưởng lớn đến xã hội.,Technologie,2026-05-18,1,SRC-001,tutor,B1;DTZ;Technologie,Cấu trúc cố định: Einfluss auf + Akk.
VOC-20260518-003,Gesellschaft,Substantiv,"die Gesellschaft, -en",xã hội,Die Digitalisierung verändert unsere Gesellschaft grundlegend.,Sự số hóa thay đổi xã hội chúng ta một cách căn bản.,Gesellschaft,2026-05-18,1,SRC-001,tutor,B1;DTZ;Gesellschaft,
VOC-20260518-004,Fortschritt,Substantiv,"der Fortschritt, -e",sự tiến bộ,Die Medizin macht große Fortschritte.,Y học có những bước tiến lớn.,Technologie,2026-05-18,1,SRC-001,tutor,B1;DTZ;Technologie,
VOC-20260518-005,ethisch,Adjektiv,,có đạo đức,Künstliche Intelligenz sollte ethisch gestaltet werden.,AI nên được định hình một cách có đạo đức.,Ethik,2026-05-18,1,SRC-001,tutor,B1;DTZ;Ethik,
VOC-20260518-006,gestalten,Verb,gestaltete - hat gestaltet,"định hình, thiết kế",Wir müssen die Zukunft aktiv gestalten.,Chúng ta phải chủ động định hình tương lai.,Technologie,2026-05-18,1,SRC-001,tutor,B1;DTZ;Technologie,Hay xuất hiện Passiv với Modalverb (sollte gestaltet werden)
VOC-20260518-007,Generation,Substantiv,"die Generation, -en",thế hệ,Jede Generation hat ihre eigenen Herausforderungen.,Mỗi thế hệ đều có những thách thức riêng.,Familie,2026-05-18,1,SRC-001,tutor,B1;DTZ;Familie,
VOC-20260518-008,Aspekt,Substantiv,"der Aspekt, -e",khía cạnh,Wir müssen alle Aspekte des Plans berücksichtigen.,Chúng ta phải xem xét mọi khía cạnh của kế hoạch.,general,2026-05-18,1,SRC-001,tutor,B1;DTZ;general,
VOC-20260518-009,erkennen,Verb,erkannte - hat erkannt,nhận ra,Ich habe das Problem sofort erkannt.,Tôi đã nhận ra vấn đề ngay lập tức.,general,2026-05-18,1,SRC-001,tutor,B1;DTZ;general,Phân biệt với 'wissen' (biết) và 'kennen' (quen biết)
VOC-20260518-010,anpassen,Verb,passte an - hat angepasst,thích nghi (reflexiv),Ich muss mich an das neue Klima anpassen.,Tôi phải thích nghi với khí hậu mới.,Arbeit,2026-05-18,1,SRC-001,tutor,B1;DTZ;Arbeit;trennbar;reflexiv,Cấu trúc: sich an + Akk. anpassen
VOC-20260518-011,Künstliche Intelligenz,Substantiv,die Künstliche Intelligenz (Sg.; abk. KI),trí tuệ nhân tạo (AI),Künstliche Intelligenz verändert den Arbeitsmarkt.,AI thay đổi thị trường lao động.,Technologie,2026-05-18,1,SRC-001,tutor,B1;DTZ;Technologie;compound,Adj+N: kunst-licht + Intelligenz
VOC-20260518-012,Automatisierung,Substantiv,"die Automatisierung, -en",tự động hóa,Die Automatisierung schafft neue Berufe und vernichtet alte.,Tự động hóa tạo ra nghề mới và xoá nghề cũ.,Arbeit,2026-05-18,1,SRC-001,tutor,B1;DTZ;Arbeit;Technologie,
VOC-20260518-013,Ungerechtigkeit,Substantiv,"die Ungerechtigkeit, -en",sự bất công,Soziale Ungerechtigkeiten müssen bekämpft werden.,Các bất công xã hội phải được chống lại.,Gesellschaft,2026-05-18,1,SRC-001,tutor,B1;DTZ;Gesellschaft,Từ 'gerecht' (công bằng) + 'un-' phủ định + '-keit' (đuôi danh từ hoá)
VOC-20260518-014,verstärken,Verb,verstärkte - hat verstärkt,"làm mạnh hơn, gia tăng",Stress verstärkt Kopfschmerzen.,Stress làm gia tăng đau đầu.,Gesundheit,2026-05-18,1,SRC-001,tutor,B1;DTZ;Gesundheit,Gốc 'stark' (mạnh) + 've-' + '-en'
VOC-20260518-015,Chance,Substantiv,"die Chance, -n",cơ hội,Du hast eine gute Chance, den Job zu bekommen.,Bạn có cơ hội tốt để có được công việc.,Arbeit,2026-05-18,1,SRC-001,tutor,B1;DTZ;Arbeit,Phát âm Pháp: ['ʃãsə]
VOC-20260518-016,immens,Adjektiv,,"to lớn, khổng lồ",Das Projekt bietet immense Möglichkeiten.,Dự án này mang lại những khả năng to lớn.,general,2026-05-18,1,SRC-001,tutor,B1;DTZ;general,"Đồng nghĩa: riesig, enorm, gewaltig"
VOC-20260518-017,Verbundenheit,Substantiv,die Verbundenheit (Sg.),"sự gắn bó, sự kết nối",Die Verbundenheit zur Familie ist mir wichtig.,Sự gắn bó với gia đình quan trọng với tôi.,Familie,2026-05-18,1,SRC-001,tutor,B1;DTZ;Familie,Gốc: verbinden → verbunden (P.II) + '-heit'
VOC-20260518-018,unaufhaltsam,Adjektiv,,không thể ngăn cản,Der Klimawandel scheint unaufhaltsam zu sein.,Biến đổi khí hậu dường như không thể ngăn cản.,general,2026-05-18,1,SRC-001,tutor,B1;DTZ;general,Cấu tạo: un- + aufhalten (ngăn) + -sam
VOC-20260518-019,einstellen,Verb,stellte ein - hat eingestellt,"thích ứng (refl.); cài đặt; tuyển dụng",Du musst dich auf neue Aufgaben einstellen.,Bạn phải thích ứng với nhiệm vụ mới.,Arbeit,2026-05-18,1,SRC-001,tutor,B1;DTZ;Arbeit;trennbar;reflexiv;polysemy,"Cấu trúc reflexiv: sich auf + Akk. einstellen. Nghĩa khác: 'eingestellt werden' = được tuyển dụng"
VOC-20260518-020,vernachlässigen,Verb,vernachlässigte - hat vernachlässigt,"lơ là, bỏ bê, xao lãng",Wir dürfen die ethischen Aspekte nicht vernachlässigen.,Chúng ta không được lơ là các khía cạnh đạo đức.,Ethik,2026-05-18,1,SRC-001,tutor,B1;DTZ;Ethik,Hay đi với 'nicht/keinen ... vernachlässigen'
VOC-20260518-021,Gemeinwohl,Substantiv,das Gemeinwohl (Sg.),"phúc lợi chung, lợi ích cộng đồng",Künstliche Intelligenz sollte das Gemeinwohl fördern.,AI nên thúc đẩy phúc lợi chung.,Gesellschaft,2026-05-18,1,SRC-001,tutor,B1;DTZ;Gesellschaft;compound,Cấu tạo: gemein + Wohl
VOC-20260518-022,fördern,Verb,förderte - hat gefördert,"thúc đẩy, nâng đỡ, hỗ trợ tài chính",Der Staat fördert junge Unternehmer mit Krediten.,Nhà nước hỗ trợ doanh nhân trẻ bằng tín dụng.,Arbeit,2026-05-18,1,SRC-001,tutor,B1;DTZ;Arbeit;Bildung,Collocation: Gemeinwohl/Talent/Kinder fördern
VOC-20260518-023,aufwachsen,Verb,wuchs auf - ist aufgewachsen,lớn lên,Ich bin auf dem Land aufgewachsen.,Tôi đã lớn lên ở vùng quê.,Familie,2026-05-18,1,SRC-001,tutor,B1;DTZ;Familie;trennbar;irreg;aux-sein,Cấu trúc: mit + Dat. aufwachsen; aux 'sein'
VOC-20260518-024,verbinden,Verb,verband - hat verbunden,"kết nối, liên kết",Mein Handy ist mit dem WLAN verbunden.,Điện thoại tôi đã kết nối với WLAN.,Technologie,2026-05-18,1,SRC-001,tutor,B1;DTZ;Technologie;irreg,Zustandspassiv: 'mit + Dat. verbunden sein' (= được kết nối với)
VOC-20260518-025,eröffnen,Verb,eröffnete - hat eröffnet,"mở ra (cơ hội); khai trương",Das Studium eröffnet mir neue Möglichkeiten.,Việc học mở ra cho tôi những khả năng mới.,Arbeit,2026-05-18,1,SRC-001,tutor,B1;DTZ;Arbeit,Collocation: jdm. Chancen/Möglichkeiten/Perspektiven eröffnen
VOC-20260518-026,entscheidend,Adjektiv,,"quyết định, then chốt","Es ist entscheidend, dass wir pünktlich kommen.","Điều then chốt là chúng ta đến đúng giờ.",general,2026-05-18,1,SRC-001,tutor,B1;DTZ;general,"Từ V 'entscheiden' (entschied - hat entschieden) + đuôi P.I '-d'; Syn: wichtig, ausschlaggebend"
VOC-20260518-027,Fähigkeit,Substantiv,"die Fähigkeit, -en","khả năng, năng lực","Sie hat die Fähigkeit, schnell zu lernen.",Cô ấy có khả năng học nhanh.,Arbeit,2026-05-18,1,SRC-001,tutor,B1;DTZ;Arbeit;Bildung,"Syn: Kompetenz, Kenntnis"
VOC-20260518-028,vermitteln,Verb,vermittelte - hat vermittelt,"truyền đạt; làm trung gian/hoà giải",Der Lehrer vermittelt uns wichtiges Wissen.,Thầy truyền đạt cho chúng tôi kiến thức quan trọng.,Bildung,2026-05-18,1,SRC-001,tutor,B1;DTZ;Bildung,Collocation học thuật: Wissen/Fähigkeiten/Kenntnisse vermitteln
VOC-20260518-029,erfolgreich,Adjektiv,,thành công,Sie ist eine erfolgreiche Unternehmerin.,Bà ấy là một doanh nhân thành công.,Arbeit,2026-05-18,1,SRC-001,tutor,B1;DTZ;Arbeit,Cấu tạo: der Erfolg + -reich
VOC-20260518-030,voranbringen,Verb,brachte voran - hat vorangebracht,"đẩy tiến lên, thúc đẩy phát triển",Diese Idee wird das Projekt voranbringen.,Ý tưởng này sẽ đẩy dự án tiến lên.,Arbeit,2026-05-18,1,SRC-001,tutor,B1;DTZ;Arbeit;trennbar,Syn: weiterbringen
VOC-20260518-031,einsetzen,Verb,setzte ein - hat eingesetzt,"sử dụng, triển khai; tuyển vào vị trí",Künstliche Intelligenz wird in der Industrie eingesetzt.,AI được sử dụng trong công nghiệp.,Arbeit,2026-05-18,1,SRC-001,tutor,B1;DTZ;Arbeit;trennbar;polysemy,Phân biệt với 'einstellen' (VOC-019)
VOC-20260518-032,klug,Adjektiv,klüger - am klügsten,"khôn ngoan, thông minh","Wenn die Mittel klug eingesetzt werden, sehen wir Erfolg.","Nếu các phương tiện được dùng khôn ngoan, ta sẽ thấy thành công.",general,2026-05-18,1,SRC-001,tutor,B1;DTZ;general,Komparativ Umlaut: klug > klüger > am klügsten
VOC-20260518-033,vegan,Adjektiv,,thuần chay,Mein Bruder lebt seit zwei Jahren vegan.,Em trai tôi sống thuần chay được 2 năm rồi.,Ernährung,2026-05-18,1,SRC-002,tutor,B1;DTZ;Ernährung,Phân biệt: vegan (không động vật) vs vegetarisch (chấp nhận sữa/trứng)
VOC-20260518-034,Ernährung,Substantiv,die Ernährung (meist Sg.),"sự ăn uống, dinh dưỡng",Eine gesunde Ernährung ist wichtig für den Körper.,Một chế độ dinh dưỡng lành mạnh quan trọng cho cơ thể.,Ernährung,2026-05-18,1,SRC-002,tutor,B1;DTZ;Ernährung,Gốc V 'ernähren' (nuôi dưỡng) + -ung
VOC-20260518-035,Gesundheit,Substantiv,die Gesundheit (Sg.),sức khoẻ,Rauchen schadet der Gesundheit.,Hút thuốc làm hại sức khoẻ.,Gesundheit,2026-05-18,1,SRC-002,tutor,B1;DTZ;Gesundheit,"Cũng dùng làm Gruß: 'Gesundheit!' khi ai hắt hơi"
VOC-20260518-036,Umwelt,Substantiv,die Umwelt (Sg.),môi trường,Wir müssen die Umwelt schützen.,Chúng ta phải bảo vệ môi trường.,Umwelt,2026-05-18,1,SRC-002,tutor,B1;DTZ;Umwelt,Compound: um + Welt
VOC-20260518-037,Diät,Substantiv,"die Diät, -en",chế độ ăn kiêng,Sie macht seit einem Monat eine Diät.,Cô ấy ăn kiêng được một tháng rồi.,Ernährung,2026-05-18,1,SRC-002,tutor,B1;DTZ;Ernährung,Collocation: eine Diät machen/halten
VOC-20260518-038,streng,Adjektiv,strenger - am strengsten,"nghiêm ngặt, khắt khe",Mein Vater ist sehr streng mit den Hausaufgaben.,Bố tôi rất nghiêm khắc với bài tập về nhà.,Familie,2026-05-18,1,SRC-002,tutor,B1;DTZ;Familie,
VOC-20260518-039,Ernährungsregel,Substantiv,"die Ernährungsregel, -n",quy tắc dinh dưỡng,Strenge Ernährungsregeln sind oft kontraproduktiv.,Các quy tắc dinh dưỡng nghiêm ngặt thường phản tác dụng.,Ernährung,2026-05-18,1,SRC-002,tutor,B1;DTZ;Ernährung;compound,Compound: Ernährung + Regel
VOC-20260518-040,kontraproduktiv,Adjektiv,,phản tác dụng,Zu viel Druck ist beim Lernen kontraproduktiv.,Quá nhiều áp lực thì phản tác dụng khi học.,general,2026-05-18,1,SRC-002,tutor,B1;DTZ;general,Cấu tạo: contra (Latin: chống lại) + produktiv
VOC-20260518-041,Schnelllebigkeit,Substantiv,die Schnelllebigkeit (Sg.),"sự sống vội, nhịp sống nhanh",Die Schnelllebigkeit des modernen Lebens stresst viele Menschen.,Nhịp sống vội của cuộc sống hiện đại gây stress cho nhiều người.,Gesellschaft,2026-05-18,1,SRC-002,tutor,B1;DTZ;Gesellschaft;compound,3 chữ 'l' liên tiếp - hay sai chính tả. Cấu tạo: schnell + leb + -ig + -keit
VOC-20260518-042,ungesund,Adjektiv,ungesünder - am ungesündesten,không lành mạnh,Zu viel Zucker ist ungesund.,Quá nhiều đường thì không lành mạnh.,Gesundheit,2026-05-18,1,SRC-002,tutor,B1;DTZ;Gesundheit,Cấu tạo: un- + gesund
VOC-20260518-043,Essgewohnheit,Substantiv,"die Essgewohnheit, -en",thói quen ăn uống,Schlechte Essgewohnheiten können krank machen.,Thói quen ăn uống xấu có thể gây bệnh.,Ernährung,2026-05-18,1,SRC-002,tutor,B1;DTZ;Ernährung;compound,Compound: Essen + Gewohnheit
VOC-20260518-044,Verbot,Substantiv,"das Verbot, -e","sự cấm, lệnh cấm",Das Rauchverbot gilt in allen Restaurants.,Lệnh cấm hút thuốc có hiệu lực trong mọi nhà hàng.,Behörde,2026-05-18,1,SRC-002,tutor,B1;DTZ;Behörde,Từ V 'verbieten' (verbot - hat verboten)
VOC-20260518-045,Zwang,Substantiv,"der Zwang, Zwänge","sự ép buộc, sự cưỡng bức","Ich studiere ohne Zwang, weil es mir Spaß macht.","Tôi học không vì ép buộc, vì thấy thích.",general,2026-05-18,1,SRC-002,tutor,B1;DTZ;general,Pl. có Umlaut
VOC-20260518-046,Frust,Substantiv,der Frust (Sg.),sự bực bội,Nach der Prüfung hatte er großen Frust.,Sau kỳ thi anh ấy rất bực bội.,Gefuehle,2026-05-18,1,SRC-002,tutor,B1;DTZ;Gefuehle;colloq,Colloq. rút gọn của 'die Frustration'
VOC-20260518-047,Scheitern,Substantiv,das Scheitern (Sg.),sự thất bại,Das Scheitern des Projekts war eine Lehre.,Sự thất bại của dự án là một bài học.,Arbeit,2026-05-18,1,SRC-002,tutor,B1;DTZ;Arbeit;nominalisierung,Nominalisierung từ V 'scheitern an + Dat.' (thất bại vì...)
VOC-20260518-048,ausgewogen,Adjektiv,,cân bằng,Eine ausgewogene Mahlzeit enthält Proteine und Vitamine.,Một bữa ăn cân bằng chứa protein và vitamin.,Ernährung,2026-05-18,1,SRC-002,tutor,B1;DTZ;Ernährung,Collocation: ausgewogene Ernährung/Mahlzeit/Mischung
VOC-20260518-049,Bedürfnis,Substantiv,"das Bedürfnis, -se",nhu cầu,Jeder Mensch hat unterschiedliche Bedürfnisse.,Mỗi người có nhu cầu khác nhau.,general,2026-05-18,1,SRC-002,tutor,B1;DTZ;general,Pl. nhân đôi 's': Bedürfnis → Bedürfnisse
VOC-20260518-050,Fertigprodukt,Substantiv,"das Fertigprodukt, -e",thực phẩm chế biến sẵn,Fertigprodukte enthalten oft viel Salz und Zucker.,Thực phẩm chế biến sẵn thường chứa nhiều muối và đường.,Ernährung,2026-05-18,1,SRC-002,tutor,B1;DTZ;Ernährung;compound,Compound: fertig + Produkt
VOC-20260518-051,Wahl,Substantiv,"die Wahl, -en","sự lựa chọn; cuộc bầu cử",Manchmal ist die einfache Wahl nicht die beste.,Đôi khi lựa chọn dễ không phải là lựa chọn tốt nhất.,general,2026-05-18,1,SRC-002,tutor,B1;DTZ;general;polysemy,"Polysemy: 1) sự lựa chọn 2) bầu cử (politische Wahl)"
VOC-20260518-052,Schaden,Substantiv,"der Schaden, Schäden","sự thiệt hại, tổn hại",Diäten können mehr Schaden als Nutzen bringen.,Các chế độ ăn kiêng có thể gây thiệt hại nhiều hơn lợi ích.,Gesundheit,2026-05-18,1,SRC-002,tutor,B1;DTZ;Gesundheit,"Pl. Umlaut: Schaden → Schäden. Collocation: 'mehr Schaden als Nutzen bringen', 'Schaden zufügen + Dat.'"
VOC-20260518-053,langfristig,Adjektiv,,"lâu dài, dài hạn",Wir brauchen eine langfristige Lösung.,Chúng ta cần một giải pháp dài hạn.,Arbeit,2026-05-18,1,SRC-002,tutor,B1;DTZ;Arbeit;antonym,"Đối lập: kurzfristig (ngắn hạn), mittelfristig (trung hạn)"
VOC-20260518-054,Bewusstsein,Substantiv,das Bewusstsein (Sg.),"sự nhận thức, ý thức",Die Kampagne will Bewusstsein für Umweltschutz schaffen.,Chiến dịch muốn tạo nhận thức về bảo vệ môi trường.,Gesellschaft,2026-05-18,1,SRC-002,tutor,B1;DTZ;Gesellschaft,"Gốc: bewusst (có ý thức) + -sein. Collocation: 'Bewusstsein für + Akk. schaffen/wecken/schärfen'"
VOC-20260518-055,schaffen,Verb,schuf - hat geschaffen (irreg.) / schaffte - hat geschafft (reg.),"tạo ra (irreg.); làm được/hoàn thành (reg.)",Bewusstsein für eine ausgewogene Ernährung schaffen.,Tạo nhận thức về chế độ ăn cân bằng.,general,2026-05-18,1,SRC-002,tutor,B1;DTZ;general;polysemy;irreg-vs-reg,"2 paradigm phân biệt theo nghĩa: schuf/geschaffen = tạo ra (kreieren); schaffte/geschafft = làm được. B1 hay sai!"
VOC-20260518-056,verzichten,Verb,verzichtete - hat verzichtet,"từ bỏ, không dùng đến, kiêng",Ich verzichte auf Zucker, weil ich abnehmen will.,"Tôi kiêng đường, vì muốn giảm cân.",Ernährung,2026-05-18,1,SRC-002,tutor,B1;DTZ;Ernährung,Cấu trúc cố định: auf + Akk. verzichten
VOC-20260518-057,untrennbar,Adjektiv,,không thể tách rời,Beruf und Privatleben sind oft untrennbar verbunden.,Công việc và đời tư thường gắn bó không tách rời.,general,2026-05-18,1,SRC-002,tutor,B1;DTZ;general,"Cấu tạo: un- + trennen (tách) + -bar. Collocation: 'untrennbar (miteinander) verbunden sein'"
VOC-20260518-058,Zugang,Substantiv,"der Zugang, -änge","sự tiếp cận, lối vào",Viele Menschen haben keinen angemessenen Zugang zur medizinischen Versorgung.,Nhiều người không có sự tiếp cận thoả đáng đến dịch vụ y tế.,Gesundheit,2026-05-18,1,SRC-003,website,B1;DTZ;Gesundheit,Cấu trúc: Zugang zu + Dat. haben | Quelle: Teil4 4.17
VOC-20260518-059,angemessen,Adjektiv,,"thoả đáng, phù hợp",Sie haben keinen angemessenen Zugang zur Versorgung.,Họ không có sự tiếp cận phù hợp đến dịch vụ.,Gesundheit,2026-05-18,1,SRC-003,website,B1;DTZ;Gesundheit,"Đồng nghĩa: passend, geeignet; trái nghĩa: unangemessen | Quelle: Teil4 4.17"
VOC-20260518-060,Versorgung,Substantiv,"die Versorgung, -en","sự cung cấp, chăm sóc",Die medizinische Versorgung muss für alle zugänglich sein.,Dịch vụ chăm sóc y tế phải tiếp cận được cho tất cả.,Gesundheit,2026-05-18,1,SRC-003,website,B1;DTZ;Gesundheit,Collocation: medizinische/ärztliche Versorgung | Quelle: Teil4 4.17
VOC-20260518-061,Begeisterung,Substantiv,die Begeisterung (nur Sg.),"sự hăng say, nhiệt tình",Seine Begeisterung für moderne Medizin ist groß.,Sự nhiệt tình của ông ấy với y học hiện đại rất lớn.,Gesundheit,2026-05-18,1,SRC-003,website,B1;DTZ;Gesundheit,Cấu trúc: Begeisterung für + Akk. | Quelle: Teil4 4.17
VOC-20260518-062,Investition,Substantiv,"die Investition, -en",sự đầu tư,Investitionen in die Forschung sind wichtig.,Đầu tư vào nghiên cứu là quan trọng.,Wirtschaft,2026-05-18,1,SRC-003,website,B1;DTZ;Wirtschaft,Cấu trúc: Investition in + Akk. | Quelle: Teil4 4.17
VOC-20260518-063,Forschung,Substantiv,"die Forschung, -en",nghiên cứu (khoa học),Die medizinische Forschung macht große Fortschritte.,Nghiên cứu y học đạt những tiến bộ lớn.,Bildung,2026-05-18,1,SRC-003,website,B1;DTZ;Bildung,Vom Verb 'forschen' | Quelle: Teil4 4.17
VOC-20260518-064,Anerkennung,Substantiv,die Anerkennung (nur Sg.),sự công nhận,Die Anerkennung alternativer Heilmethoden wächst.,Sự công nhận các phương pháp chữa bệnh thay thế đang tăng.,Gesellschaft,2026-05-18,1,SRC-003,website,B1;DTZ;Gesellschaft,Vom Verb 'anerkennen' | Quelle: Teil4 4.17
VOC-20260518-065,Heilmethode,Substantiv,"die Heilmethode, -n",phương pháp chữa bệnh,Alternative Heilmethoden werden immer beliebter.,Các phương pháp chữa bệnh thay thế ngày càng phổ biến.,Gesundheit,2026-05-18,1,SRC-003,website,B1;DTZ;Gesundheit,Aus 'heilen' (chữa lành) + 'Methode' | Quelle: Teil4 4.17
VOC-20260518-066,Wirksamkeit,Substantiv,die Wirksamkeit (nur Sg.),tính hiệu quả,Die Wirksamkeit dieser Methode ist umstritten.,Tính hiệu quả của phương pháp này còn gây tranh cãi.,Gesundheit,2026-05-18,1,SRC-003,website,B1;DTZ;Gesundheit,Adjektiv 'wirksam' + '-keit' | Quelle: Teil4 4.17
VOC-20260518-067,Behandlung,Substantiv,"die Behandlung, -en",sự điều trị,Die Behandlung dauert mehrere Wochen.,Việc điều trị kéo dài nhiều tuần.,Gesundheit,2026-05-18,1,SRC-003,website,B1;DTZ;Gesundheit,Vom Verb 'behandeln' | Quelle: Teil4 4.17
VOC-20260518-068,Überzeugung,Substantiv,"die Überzeugung, -en","niềm tin, quan điểm","Es ist meine Überzeugung, dass moderne Technik hilft.",Tôi tin rằng công nghệ hiện đại sẽ giúp ích.,Gesellschaft,2026-05-18,1,SRC-003,website,B1;DTZ;Gesellschaft,"Cấu trúc: Überzeugung, dass + Nebensatz | Quelle: Teil4 4.17"
VOC-20260518-069,grundlegend,Adjektiv,,"cơ bản, nền tảng",Der Zugang zur Versorgung ist ein grundlegendes Recht.,Tiếp cận chịu sự chăm sóc là một quyền cơ bản.,Gesellschaft,2026-05-18,1,SRC-003,website,B1;DTZ;Gesellschaft,"Synonym: fundamental, wesentlich | Quelle: Teil4 4.17"
VOC-20260518-070,Gemüseanbau,Substantiv,der Gemüseanbau (nur Sg.),việc trồng rau,Der eigene Gemüseanbau bringt Freude und gute Qualität.,Việc tự trồng rau mang lại niềm vui và chất lượng tốt.,Freizeit,2026-05-18,1,SRC-003,website,B1;DTZ;Freizeit,Aus 'Gemüse' (rau) + 'Anbau' (trồng trọt) | Quelle: Teil4 4.18
VOC-20260518-071,hervorheben,Verb,hob hervor - hat hervorgehoben,"làm nổi bật, nhấn mạnh",Sie hebt die Geschmacksqualität hervor.,Cô ấy nhấn mạnh chất lượng vị giác.,general,2026-05-18,1,SRC-003,website,B1;DTZ;general,Trennbar: her|vor|heben; Synonym: betonen | Quelle: Teil4 4.18
VOC-20260518-072,Gemeinschaft,Substantiv,"die Gemeinschaft, -en",cộng đồng,Die Verbundenheit mit der Gemeinschaft ist wichtig.,Sự gắn kết với cộng đồng rất quan trọng.,Gesellschaft,2026-05-18,1,SRC-003,website,B1;DTZ;Gesellschaft,"Synonym: Gruppe, Kollektiv | Quelle: Teil4 4.18"
VOC-20260518-073,Vielfalt,Substantiv,die Vielfalt (nur Sg.),sự đa dạng,Die Vielfalt der Lehrmethoden hilft jedem Kind.,Sự đa dạng của phương pháp dạy giúp mỗi đứa trẻ.,Bildung,2026-05-18,1,SRC-003,website,B1;DTZ;Bildung,Adjektiv: vielfältig; xuất hiện cả 4.18 + 4.23 | Quelle: Teil4 4.18
VOC-20260518-074,Lehrmethode,Substantiv,"die Lehrmethode, -n",phương pháp giảng dạy,Die Vielfalt der Lehrmethoden ist wichtig.,Sự đa dạng của phương pháp dạy là quan trọng.,Bildung,2026-05-18,1,SRC-003,website,B1;DTZ;Bildung,Aus 'lehren' + 'Methode' | Quelle: Teil4 4.18
VOC-20260518-075,Einzigartigkeit,Substantiv,die Einzigartigkeit (nur Sg.),"tính độc đáo, duy nhất",Jedes Kind hat seine Einzigartigkeit.,Mỗi đứa trẻ có sự độc đáo riêng.,Familie,2026-05-18,1,SRC-003,website,B1;DTZ;Familie,Adjektiv 'einzigartig' + '-keit' | Quelle: Teil4 4.18
VOC-20260518-076,abstimmen,Verb,stimmte ab - hat abgestimmt,điều chỉnh cho phù hợp; biểu quyết,Die Methoden sollten auf die Kinder abgestimmt sein.,Các phương pháp nên được điều chỉnh phù hợp với trẻ em.,general,2026-05-18,1,SRC-003,website,B1;DTZ;general,Trennbar: ab|stimmen; auf + Akk. abstimmen | Quelle: Teil4 4.18
